,AVAILABILITY,CATEGORY,COVER,N° OF REVIEWS,PRICE,PRICE (excl tax),PRICE (incl tax),PRODUCT_TYPE,STOCK,TAX,TITLE,UPC,reviews
816,In stock (3 available),young-adult_21,http://books.toscrape.com/catalogue/legend-legend-1_184/../../media/cache/57/8f/578f1512a0f0a9d3c2ab9543f7b4506f.jpg,0,43.69,43.69,43.69,Books,3,0.00,Legend (Legend #1),0ce8075fab4a2b5b,Four
817,In stock (3 available),default_15,http://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/../../media/cache/c2/4f/c24fc1d77ec9dd6e0c863484041c482f.jpg,0,25.02,25.02,25.02,Books,3,0.00,"Lean In: Women, Work, and the Will to Lead",d5e1a9bfe22bbf9f,One
818,In stock (3 available),humor_30,http://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/../../media/cache/c4/69/c469440eeffdd84ac3f4b09bd575c548.jpg,0,55.50,55.50,55.50,Books,3,0.00,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",190fbebbf798c31a,Five
819,In stock (3 available),young-adult_21,http://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/../../media/cache/86/36/8636b9056ea6930c153cd1d5b4aed36a.jpg,0,53.04,53.04,53.04,Books,3,0.00,Lady Renegades (Rebel Belle #3),16e843e6b853cc2f,Five
820,In stock (3 available),fiction_10,http://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/../../media/cache/26/9e/269e8962f39f359559a46cae86576128.jpg,0,44.97,44.97,44.97,Books,3,0.00,Jurassic Park (Jurassic Park #1),a0dd11f6abc421ec,One
821,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/../../media/cache/27/f5/27f54466115767b767133ee034543cb5.jpg,0,42.38,42.38,42.38,Books,3,0.00,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,d4a29356fc992879,One
822,In stock (3 available),default_15,http://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/../../media/cache/80/4f/804fbcee4a4afa6498badaa12709c049.jpg,0,20.11,20.11,20.11,Books,3,0.00,Is Everyone Hanging Out Without Me? (And Other Concerns),034829ffdd0a0aea,Three
823,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/into-the-wild_177/../../media/cache/de/c9/dec9168a8a3876b60feedb68aeb0225b.jpg,0,56.70,56.70,56.70,Books,3,0.00,Into the Wild,a7c3f1010d64799a,Five
824,In stock (3 available),fiction_10,http://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/../../media/cache/ec/15/ec15a39e6f193636635f20a7354b08f6.jpg,0,41.00,41.00,41.00,Books,3,0.00,Inferno (Robert Langdon #4),6c4646d90b60a56c,Five
825,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/../../media/cache/b5/a2/b5a295c15ac586c6daa84e6e20f47b06.jpg,0,28.85,28.85,28.85,Books,3,0.00,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",d8292cd5f1aca291,Three
826,In stock (3 available),christian-fiction_34,http://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/../../media/cache/54/17/54179d9af49616b1ef35a0bb23294b14.jpg,0,49.97,49.97,49.97,Books,3,0.00,If I Run (If I Run #1),61569d12d4ae7161,Four
827,In stock (3 available),womens-fiction_9,http://books.toscrape.com/catalogue/ive-got-your-number_173/../../media/cache/3d/40/3d407a69fe55223fb4cfec577a9a8ee2.jpg,0,19.69,19.69,19.69,Books,3,0.00,I've Got Your Number,6b32b561dab8036c,One
828,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/../../media/cache/69/07/69077c48327b2702f44adc035fcc1ce4.jpg,0,28.88,28.88,28.88,Books,3,0.00,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,8010c7c148057fd3,Two
829,In stock (3 available),food-and-drink_33,http://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/../../media/cache/54/63/54630f76b730d2d00dc8d75921992af2.jpg,0,33.14,33.14,33.14,Books,3,0.00,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,6c4d17a46cac8787,Three
830,In stock (3 available),history_32,http://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/../../media/cache/f5/b7/f5b783f6cfdfe30895d912f9e337bb22.jpg,0,43.70,43.70,43.70,Books,3,0.00,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",1812b8f5641287e3,Two
831,In stock (3 available),horror_31,http://books.toscrape.com/catalogue/house-of-leaves_169/../../media/cache/20/c2/20c2ff61355569b4f84e2f847e37db25.jpg,0,54.89,54.89,54.89,Books,3,0.00,House of Leaves,557c03c284be1bf2,One
832,In stock (3 available),childrens_11,http://books.toscrape.com/catalogue/horrible-bear_168/../../media/cache/9f/9c/9f9c8afb3befd7ab2629c76983445766.jpg,0,37.52,37.52,37.52,Books,3,0.00,Horrible Bear!,cc1ac978a6835ef6,Two
833,In stock (3 available),humor_30,http://books.toscrape.com/catalogue/holidays-on-ice_167/../../media/cache/57/4c/574cbab555bb7d21e50b20267383e45d.jpg,0,51.07,51.07,51.07,Books,3,0.00,Holidays on Ice,0cb4856be3694a57,Two
834,In stock (3 available),fantasy_19,http://books.toscrape.com/catalogue/heir-to-the-sky_166/../../media/cache/36/39/36393f3294ab28afe4a2117fc987be75.jpg,0,44.07,44.07,44.07,Books,3,0.00,Heir to the Sky,b003f8bb02f76dc5,Four
835,In stock (3 available),childrens_11,http://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/../../media/cache/38/91/38916e718a4a117d62cbb8e10c7443ff.jpg,0,10.79,10.79,10.79,Books,3,0.00,Green Eggs and Ham (Beginner Books B-16),621e2c310cec8d32,Four
836,In stock (3 available),sequential-art_5,http://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/../../media/cache/a9/10/a9105d5dbdc6a339c21d6635b3dc1697.jpg,0,42.72,42.72,42.72,Books,3,0.00,"Grayson, Vol 3: Nemesis (Grayson #3)",4f6985aca357ae09,One
837,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/gratitude_163/../../media/cache/56/73/5673fea5d08ad840ade774146ce07b28.jpg,0,26.66,26.66,26.66,Books,3,0.00,Gratitude,c300cc9326592b65,Five
838,In stock (3 available),default_15,http://books.toscrape.com/catalogue/gone-girl_162/../../media/cache/73/21/7321b201d1c51a1c3b777a72c4bc0ea9.jpg,0,37.60,37.60,37.60,Books,3,0.00,Gone Girl,d5c588b6f9c015e4,Five
839,In stock (3 available),young-adult_21,http://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/../../media/cache/c2/8b/c28ba565e29fd6879ccf4738fbf06696.jpg,0,42.21,42.21,42.21,Books,3,0.00,Golden (Heart of Dread #3),984b3b6e7479b571,Four
840,In stock (3 available),historical-fiction_4,http://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/../../media/cache/15/ea/15eaabd188af8916c4a37d135f7b8952.jpg,0,46.83,46.83,46.83,Books,3,0.00,Girl in the Blue Coat,41fc5dce044f16f5,Two
841,In stock (3 available),sequential-art_5,http://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/../../media/cache/85/d2/85d2821dbc2d274f516582449199015e.jpg,0,45.17,45.17,45.17,Books,3,0.00,"Fruits Basket, Vol. 3 (Fruits Basket #3)",d5f5a122a593b580,Two
842,In stock (3 available),sports-and-games_17,http://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/../../media/cache/89/e8/89e87f1e98993377949855563aa1f982.jpg,0,51.22,51.22,51.22,Books,3,0.00,"Friday Night Lights: A Town, a Team, and a Dream",a9aa3ed5b316470b,Three
843,In stock (3 available),add-a-comment_18,http://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/../../media/cache/33/fb/33fba23401f34bd8cd5287f5ca640502.jpg,0,21.28,21.28,21.28,Books,3,0.00,Fire Bound (Sea Haven/Sisters of the Heart #5),2ed3a794a70aa85f,Four
844,In stock (3 available),adult-fiction_29,http://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/../../media/cache/f4/07/f407d3bbf457d35701dfe72ee9ef3b68.jpg,0,15.36,15.36,15.36,Books,3,0.00,Fifty Shades Freed (Fifty Shades #3),ed813a848580ba50,Five
845,In stock (3 available),default_15,http://books.toscrape.com/catalogue/fellside_155/../../media/cache/cc/06/cc0645a0e77fc831377456199f9e0a94.jpg,0,38.62,38.62,38.62,Books,3,0.00,Fellside,147019cae600694e,One
846,In stock (3 available),mystery_3,http://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/../../media/cache/0a/b2/0ab24d35793497f6a72137191b91659e.jpg,0,25.40,25.40,25.40,Books,3,0.00,Extreme Prey (Lucas Davenport #26),588ba85ff11a3263,Three
847,In stock (3 available),fantasy_19,http://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/../../media/cache/8e/5a/8e5a6639c7e2f9b59ff15f04a3b055e1.jpg,0,43.87,43.87,43.87,Books,3,0.00,Eragon (The Inheritance Cycle #1),b843f52a986a2914,Three
848,In stock (3 available),default_15,http://books.toscrape.com/catalogue/eclipse-twilight-3_152/../../media/cache/cf/04/cf0433b690aab40a7ceddb682c90a54b.jpg,0,18.74,18.74,18.74,Books,3,0.00,Eclipse (Twilight #3),73f71f9556442117,One
849,In stock (3 available),science-fiction_16,http://books.toscrape.com/catalogue/dune-dune-1_151/../../media/cache/63/a9/63a9a4e0c8e3c6ee2075a766b873cd31.jpg,0,54.86,54.86,54.86,Books,3,0.00,Dune (Dune #1),36d5884d44484277,One
850,In stock (3 available),default_15,http://books.toscrape.com/catalogue/dracula_150/../../media/cache/16/0e/160e4bca2350f51d5ec2fe4a0f88543a.jpg,0,52.62,52.62,52.62,Books,3,0.00,Dracula,a7ec599c1a547746,Three
851,In stock (3 available),science-fiction_16,http://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/../../media/cache/c7/a3/c7a3d04df9cbc857b149cd76d32e3030.jpg,0,51.48,51.48,51.48,Books,3,0.00,Do Androids Dream of Electric Sheep? (Blade Runner #1),98330e431e56a9ea,One
852,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/../../media/cache/b7/2e/b72ee05aebe1a2563e30582a35bb5372.jpg,0,15.28,15.28,15.28,Books,3,0.00,Disrupted: My Misadventure in the Start-Up Bubble,81372abc86f65c79,Five
853,In stock (3 available),default_15,http://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/../../media/cache/18/6b/186b3ff364117b6771a99d18b944e801.jpg,0,39.24,39.24,39.24,Books,3,0.00,Dead Wake: The Last Crossing of the Lusitania,04d858cdeeee0da4,Five
854,In stock (3 available),default_15,http://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/../../media/cache/e5/2a/e52aa0bc6f8fcf894ffbe132b68f903e.jpg,0,17.81,17.81,17.81,Books,3,0.00,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",d234ddecef49ef4e,One
855,In stock (3 available),fantasy_19,http://books.toscrape.com/catalogue/darkfever-fever-1_145/../../media/cache/f2/53/f253cb694eae2cc512e395f2d54eefd5.jpg,0,56.02,56.02,56.02,Books,3,0.00,Darkfever (Fever #1),468bd274ac084bb9,One
856,In stock (3 available),default_15,http://books.toscrape.com/catalogue/dark-places_144/../../media/cache/48/77/48772730eb8ab688bcded3c230049e60.jpg,0,23.90,23.90,23.90,Books,3,0.00,Dark Places,66937c669c4da072,Five
857,In stock (3 available),fiction_10,http://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/../../media/cache/05/37/053789bf4a9b520bf76fc9eea14e780e.jpg,0,49.13,49.13,49.13,Books,3,0.00,Crazy Rich Asians (Crazy Rich Asians #1),c9782ad2a0ed9331,Five
858,In stock (3 available),childrens_11,http://books.toscrape.com/catalogue/counting-thyme_142/../../media/cache/1a/53/1a53aab1bf630cb7da16181d405987cc.jpg,0,10.62,10.62,10.62,Books,3,0.00,Counting Thyme,157f693d9e600ccc,One
859,In stock (3 available),add-a-comment_18,http://books.toscrape.com/catalogue/cosmos_141/../../media/cache/e9/6e/e96eeedd915f4af106df0977404a0b8f.jpg,0,36.17,36.17,36.17,Books,3,0.00,Cosmos,dbe33cf29ef1623d,Two
860,In stock (3 available),psychology_26,http://books.toscrape.com/catalogue/civilization-and-its-discontents_140/../../media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg,0,59.95,59.95,59.95,Books,3,0.00,Civilization and Its Discontents,396385e3de5d18c3,Two
861,In stock (3 available),young-adult_21,http://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/../../media/cache/55/2d/552d4630bed694b33b042990e30722d3.jpg,0,26.09,26.09,26.09,Books,3,0.00,Cinder (The Lunar Chronicles #1),7e9579921e5407cb,One
862,In stock (3 available),parenting_28,http://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/../../media/cache/3c/b9/3cb9c84d2a6a66f8bb6601d4f33deaa0.jpg,0,37.35,37.35,37.35,Books,3,0.00,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,ef49db2aaa9bb547,Two
863,In stock (3 available),mystery_3,http://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/../../media/cache/40/f8/40f897ffbfda6e88e5763c157cfd0930.jpg,0,24.72,24.72,24.72,Books,3,0.00,Career of Evil (Cormoran Strike #3),b461cf238506c5b8,Two
864,In stock (3 available),default_15,http://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/../../media/cache/7f/14/7f14ab5b29802231676c975915fdaa46.jpg,0,35.28,35.28,35.28,Books,3,0.00,Breaking Dawn (Twilight #4),bbfc4a3b7b6c94a0,Five
865,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/brave-enough_135/../../media/cache/52/f5/52f5c0cb27e1f26b2639ff3f78acf833.jpg,0,51.32,51.32,51.32,Books,3,0.00,Brave Enough,fd2337c1b73b686e,Five
866,In stock (3 available),young-adult_21,http://books.toscrape.com/catalogue/boy-meets-boy_134/../../media/cache/86/3c/863c3b48499a99392aace127df8b43e5.jpg,0,21.12,21.12,21.12,Books,3,0.00,Boy Meets Boy,8e0bc2fe4e7d35b5,Three
867,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/../../media/cache/3a/bd/3abdfc779aede13dbd2eefe34f91dbb1.jpg,0,27.35,27.35,27.35,Books,3,0.00,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",e256de8aa0c2115f,Two
868,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/../../media/cache/41/be/41be12dcc78968882b11108acb79d1c7.jpg,0,21.74,21.74,21.74,Books,3,0.00,Blink: The Power of Thinking Without Thinking,0bbc48294707ba96,Five
869,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/../../media/cache/54/a3/54a3916506dc5bd1a6ea2200a3d0b28f.jpg,0,40.87,40.87,40.87,Books,3,0.00,Black Flags: The Rise of ISIS,860318b8e244f39c,One
870,In stock (3 available),sequential-art_5,http://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/../../media/cache/86/bb/86bb13ef73474e6e96acea6e5ff44231.jpg,0,49.31,49.31,49.31,Books,3,0.00,"Black Butler, Vol. 1 (Black Butler #1)",15f415d436888b2d,One
871,In stock (3 available),fiction_10,http://books.toscrape.com/catalogue/big-little-lies_129/../../media/cache/c5/3f/c53fd6a9300ac091351e3830273a4d42.jpg,0,22.11,22.11,22.11,Books,3,0.00,Big Little Lies,d3f9c4539c0caa64,One
872,In stock (3 available),historical-fiction_4,http://books.toscrape.com/catalogue/between-shades-of-gray_128/../../media/cache/df/45/df45004c7a4c3940946ad09f85805565.jpg,0,20.79,20.79,20.79,Books,3,0.00,Between Shades of Gray,155e42df837ee5ff,Five
873,In stock (3 available),romance_8,http://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/../../media/cache/c1/0a/c10a83087db24c35f88555f2b8511e9e.jpg,0,27.41,27.41,27.41,Books,3,0.00,Best of My Love (Fool's Gold #20),67dea6c75d6a1075,Two
874,In stock (3 available),classics_6,http://books.toscrape.com/catalogue/beowulf_126/../../media/cache/3d/8c/3d8cd7a42d3e57cb10e02f9ab76bd549.jpg,0,38.35,38.35,38.35,Books,3,0.00,Beowulf,3fb69f34e178d494,Two
875,In stock (3 available),default_15,http://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/../../media/cache/82/30/82301a313be5a9ef4cedce8c79a54669.jpg,0,21.55,21.55,21.55,Books,3,0.00,Beautiful Creatures (Caster Chronicles #1),5439bae708bca198,Five
876,In stock (3 available),sequential-art_5,http://books.toscrape.com/catalogue/awkward_124/../../media/cache/71/82/718278fb0edaa50e1f1930cdd2048d87.jpg,0,38.02,38.02,38.02,Books,3,0.00,Awkward,1d89a2aa9f6ce50f,Two
877,In stock (3 available),fantasy_19,http://books.toscrape.com/catalogue/ash_123/../../media/cache/20/ea/20ea16f618488e65f6abc5535fa77610.jpg,0,22.06,22.06,22.06,Books,3,0.00,Ash,5d22e2a46604b6e7,Four
878,In stock (3 available),childrens_11,http://books.toscrape.com/catalogue/are-we-there-yet_122/../../media/cache/5d/c7/5dc7a906a9257824ae5aca5e33dfb0cd.jpg,0,10.66,10.66,10.66,Books,3,0.00,Are We There Yet?,ef9c4f2465513956,Three
879,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/../../media/cache/18/c1/18c1089811f55295b689bda892628fee.jpg,0,56.58,56.58,56.58,Books,3,0.00,Are We Smart Enough to Know How Smart Animals Are?,da0349a87c8caa2f,One
880,In stock (3 available),young-adult_21,http://books.toscrape.com/catalogue/annie-on-my-mind_120/../../media/cache/78/2c/782c8d1e4ab324d978c5dadca02e8cd8.jpg,0,36.83,36.83,36.83,Books,3,0.00,Annie on My Mind,7bf87402413c27ff,Five
881,In stock (3 available),classics_6,http://books.toscrape.com/catalogue/and-then-there-were-none_119/../../media/cache/6f/b0/6fb0c3064656f888125ab577b6a01867.jpg,0,35.01,35.01,35.01,Books,3,0.00,And Then There Were None,cfe350b20d23b02b,Two
882,In stock (3 available),nonfiction_13,http://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/../../media/cache/39/51/3951dc08d449aa692ce82eefb692254e.jpg,0,30.48,30.48,30.48,Books,3,0.00,A Walk in the Woods: Rediscovering America on the Appalachian Trail,bcee4f289ff6699c,Four
883,In stock (3 available),default_15,http://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/../../media/cache/fb/b0/fbb08b1e3eb34d5401e815e40eab0df9.jpg,0,14.08,14.08,14.08,Books,3,0.00,A Visit from the Goon Squad,5dbd6ec4e154ad2f,Five
884,In stock (3 available),fantasy_19,http://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/../../media/cache/0b/c8/0bc884c23d4204aec7bbf35d5e8849f6.jpg,0,31.22,31.22,31.22,Books,3,0.00,A Storm of Swords (A Song of Ice and Fire #3),87beabf664115d79,Two
885,In stock (3 available),autobiography_27,http://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/../../media/cache/47/f3/47f3d4f1e85773bf41ba64a036e37994.jpg,0,54.29,54.29,54.29,Books,3,0.00,A Heartbreaking Work of Staggering Genius,c9770bb1d5a492a0,Five
886,In stock (3 available),psychology_26,http://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/../../media/cache/37/5e/375e0267fe12e7aa1f9f7f2bd2711ecb.jpg,0,31.04,31.04,31.04,Books,3,0.00,8 Keys to Mental Health Through Exercise,f5873c8fc7760000,One
887,In stock (3 available),add-a-comment_18,http://books.toscrape.com/catalogue/girlboss_113/../../media/cache/4d/3a/4d3a9198fd6fd7b66ad7742b37c7f3ac.jpg,0,50.96,50.96,50.96,Books,3,0.00,#GIRLBOSS,165affa7adb5eded,One
888,In stock (2 available),nonfiction_13,http://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/../../media/cache/8f/39/8f399ee98cb1a7c77525123b00d4b3e0.jpg,0,11.89,11.89,11.89,Books,2,0.00,"The Suffragettes (Little Black Classics, #96)",d2185b65af52d68c,Two
889,In stock (2 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-sense-of-an-ending_111/../../media/cache/c4/d2/c4d2764a45584960ee18de814191e21a.jpg,0,31.38,31.38,31.38,Books,2,0.00,The Sense of an Ending,4130678275eb7c8c,Three
890,In stock (2 available),sequential-art_5,http://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/../../media/cache/b3/48/b3481a7849a7d98131ced57476bb2f26.jpg,0,54.81,54.81,54.81,Books,2,0.00,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",276dc716b1da8899,One
891,In stock (2 available),fiction_10,http://books.toscrape.com/catalogue/the-course-of-love_109/../../media/cache/c9/b9/c9b9ce0ea36cc737d1693ac89c5d0361.jpg,0,16.78,16.78,16.78,Books,2,0.00,The Course of Love,f3c76b53b239f511,Three
892,In stock (2 available),sports-and-games_17,http://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/../../media/cache/10/65/106598cd8f3437c26a92cbda0a5a08bb.jpg,0,24.42,24.42,24.42,Books,2,0.00,Sugar Rush (Offensive Line #2),ce42e3de94226b2b,One
893,In stock (2 available),sequential-art_5,http://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/../../media/cache/bd/1e/bd1e9e86b838676121bc4954ab40712a.jpg,0,11.75,11.75,11.75,Books,2,0.00,"Saga, Volume 2 (Saga (Collected Editions) #2)",9189fd009df41d0e,Three
894,In stock (2 available),philosophy_7,http://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/../../media/cache/8c/bf/8cbf4667b5798cb8195f1e126ddd6a5c.jpg,0,20.02,20.02,20.02,Books,2,0.00,"Run, Spot, Run: The Ethics of Keeping Pets",b0e479be03911916,One
895,In stock (2 available),young-adult_21,http://books.toscrape.com/catalogue/new-moon-twilight-2_105/../../media/cache/dc/d6/dcd6ccbed1f8003d5bf53e2791c5abe7.jpg,0,12.86,12.86,12.86,Books,2,0.00,New Moon (Twilight #2),6fa3ea52c8e31e06,Four
896,In stock (2 available),music_14,http://books.toscrape.com/catalogue/life_104/../../media/cache/9b/61/9b6155b8013ed9e05ef8a85b4117165b.jpg,0,31.58,31.58,31.58,Books,2,0.00,Life,637e5a45062aa548,Five
897,In stock (2 available),nonfiction_13,http://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/../../media/cache/06/71/0671e3db3053c0dc22122eda29d6734c.jpg,0,34.00,34.00,34.00,Books,2,0.00,Kindle Paperwhite User's Guide,fb495f9f9015a772,Three
898,In stock (2 available),nonfiction_13,http://books.toscrape.com/catalogue/h-is-for-hawk_102/../../media/cache/14/00/140096c16c6e0b5d6df9d19f9493e8a5.jpg,0,57.42,57.42,57.42,Books,2,0.00,H is for Hawk,b6d3f4f4ee1f6069,Five
899,In stock (2 available),young-adult_21,http://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/../../media/cache/5a/36/5a36c880b8762469cd3d67dc05427128.jpg,0,53.47,53.47,53.47,Books,2,0.00,Girl Online On Tour (Girl Online #2),97b8f130d32e9f4e,One
900,In stock (2 available),sequential-art_5,http://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/../../media/cache/87/36/8736be56d958f5d8d855108afb206c9f.jpg,0,11.64,11.64,11.64,Books,2,0.00,"Fruits Basket, Vol. 2 (Fruits Basket #2)",c0db71f6bb14db11,Five
901,In stock (2 available),childrens_11,http://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/../../media/cache/a8/9a/a89a1b7ffea60884f203877bb89f6ef4.jpg,0,52.88,52.88,52.88,Books,2,0.00,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),d7b463918d3b8c39,Four
902,In stock (1 available),sequential-art_5,http://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/../../media/cache/31/3f/313fb7d006c8c507d63ce7e96b56d925.jpg,0,18.51,18.51,18.51,Books,1,0.00,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",09d26b5f819c6a36,Four
903,In stock (1 available),historical-fiction_4,http://books.toscrape.com/catalogue/while-you-were-mine_97/../../media/cache/4f/7c/4f7cde01c9711886ef5a8fa14996a52d.jpg,0,41.32,41.32,41.32,Books,1,0.00,While You Were Mine,8ceb5c6aed2c5f8b,Five
904,In stock (1 available),romance_8,http://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/../../media/cache/a3/50/a35037c93fbc48a1a62dc74c71f62779.jpg,0,39.77,39.77,39.77,Books,1,0.00,Where Lightning Strikes (Bleeding Stars #3),def389ddfda6991b,Three
905,In stock (1 available),fiction_10,http://books.toscrape.com/catalogue/when-im-gone_95/../../media/cache/f8/dd/f8ddbaef30884ed017b662b4069b78d4.jpg,0,51.96,51.96,51.96,Books,1,0.00,When I'm Gone,c5f91eb481427dc5,Three
906,In stock (1 available),art_25,http://books.toscrape.com/catalogue/ways-of-seeing_94/../../media/cache/a5/54/a5542b7abc8673ea8254a3fe93b23e4e.jpg,0,39.51,39.51,39.51,Books,1,0.00,Ways of Seeing,66a4e422b212726a,Five
907,In stock (1 available),paranormal_24,http://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/../../media/cache/39/82/39826643a2e100f9e763079d7d5867f4.jpg,0,15.40,15.40,15.40,Books,1,0.00,"Vampire Knight, Vol. 1 (Vampire Knight #1)",e7e87087b1a44711,One
908,In stock (1 available),fantasy_19,http://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/../../media/cache/32/8d/328dc781f0faaa70e67f9a04ef601d3c.jpg,0,53.82,53.82,53.82,Books,1,0.00,Vampire Girl (Vampire Girl #1),dab5e75d1339706a,Two
909,In stock (1 available),poetry_23,http://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/../../media/cache/ec/10/ec10f11ff0ea13c17a42d81b03896235.jpg,0,30.95,30.95,30.95,Books,1,0.00,Twenty Love Poems and a Song of Despair,e63c3f25338baf9a,Four
910,In stock (1 available),nonfiction_13,http://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/../../media/cache/3f/c2/3fc2d771fe5f12df5de998d99036a35a.jpg,0,57.82,57.82,57.82,Books,1,0.00,Travels with Charley: In Search of America,0268f149d014b389,Five
911,In stock (1 available),science-fiction_16,http://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/../../media/cache/48/e6/48e697e9c8bba8ca04a3064551cda630.jpg,0,44.18,44.18,44.18,Books,1,0.00,Three Wishes (River of Time: California #1),460f97a346b44bac,Two
